Generation,Best fitness,Worst fitness,Average fitness
312,43.4,7.4,25.116326530612266
313,40.8,9.6,23.933673469387774
314,43.4,9.0,23.61224489795918
315,43.0,8.6,23.243877551020404
316,44.6,5.6,22.891836734693875
317,45.2,6.6,24.304081632653073
318,44.8,6.0,23.18469387755103
319,45.8,9.0,23.135714285714293
320,44.8,9.2,23.644897959183684
321,45.2,9.0,25.054081632653055
322,43.6,6.8,23.730612244897962
323,44.0,6.2,23.091836734693885
324,42.0,5.8,23.06836734693878
325,46.2,6.6,26.002040816326534
326,43.6,7.2,24.073469387755114
327,43.8,5.8,23.256122448979603
328,46.6,8.2,24.35510204081634
329,45.0,8.6,23.49591836734696
330,44.2,7.0,23.141836734693868
331,44.0,6.4,24.437755102040846
332,43.0,9.6,24.24897959183675
333,46.0,6.0,24.268367346938792
334,43.8,4.6,23.54387755102042
335,40.8,8.6,22.98469387755103
336,44.4,5.8,25.187755102040786
337,45.6,7.8,24.52448979591835
338,44.0,6.4,24.537755102040816
339,45.2,10.2,24.329591836734657
340,45.8,10.2,25.55510204081634
341,43.8,5.8,23.864285714285717
342,42.4,7.4,24.191836734693855
343,43.6,8.4,23.493877551020432
344,43.0,5.0,22.428571428571423
345,43.6,8.8,22.982653061224507
346,44.4,8.8,25.0265306122449
347,45.4,7.2,25.924489795918333
348,42.6,7.0,24.87653061224487
349,41.8,9.6,24.465306122449
350,42.0,8.8,23.54795918367349
351,44.8,9.2,24.404081632653096
352,45.4,9.4,25.591836734693867
353,44.0,8.4,24.658163265306108
354,43.8,9.8,23.08163265306123
355,40.8,8.2,23.49081632653059
356,43.4,7.8,24.270408163265284
357,47.0,5.4,24.745918367346952
358,42.6,8.0,23.1673469387755
359,45.6,9.6,23.940816326530637
360,44.6,6.8,24.98163265306119
361,40.4,9.2,22.744897959183653
362,42.0,9.4,22.951020408163256
363,44.4,6.6,23.366326530612252
364,43.4,7.2,22.904081632653075
365,42.6,7.6,22.094897959183662
366,41.6,9.4,22.934693877551023
367,46.2,9.8,26.63265306122447
368,44.4,10.6,24.88673469387753
369,45.4,11.0,24.7183673469388
370,45.2,8.8,24.80204081632651
371,43.6,6.4,23.844897959183704
372,43.4,7.6,23.67755102040815
373,43.4,8.0,23.29489795918366
374,45.4,7.8,23.954081632653075
375,43.8,7.6,24.587755102040845
376,42.0,7.8,23.608163265306118
377,41.8,9.4,23.97040816326533
378,43.4,10.8,25.107142857142843
379,46.2,10.2,26.080612244897956
380,46.0,7.8,25.49591836734697
381,43.6,9.2,23.15306122448978
382,44.0,8.2,24.484693877551038
383,44.8,8.8,23.025510204081623
384,44.0,4.2,23.994897959183692
385,44.6,5.6,25.38877551020409
386,43.8,7.8,24.338775510204055
387,44.8,6.6,24.05714285714288
388,43.4,8.8,23.417346938775502
389,42.6,8.6,23.490816326530624
390,43.2,9.8,24.65102040816328
391,45.0,8.8,24.945918367346955
392,44.4,9.6,24.384693877551
393,45.0,7.2,25.801020408163275
394,43.6,6.2,25.4673469387755
395,45.0,6.2,25.486734693877587
396,43.2,8.8,24.146938775510183
397,42.8,7.2,24.225510204081626
398,42.8,7.8,24.26326530612243
399,43.8,8.4,24.40102040816329
400,44.8,6.4,24.989795918367374
401,43.8,7.6,23.177551020408178
402,43.8,7.0,24.272448979591815
403,43.6,7.4,22.565306122448995
404,44.2,7.6,23.49897959183675
405,43.0,8.8,22.975510204081658
406,45.6,7.8,23.990816326530634
407,45.2,7.0,23.475510204081623
408,44.2,7.8,23.329591836734686
409,43.8,9.6,22.034693877551017
410,43.4,3.8,22.061224489795915
411,44.0,2.6,23.096938775510196
412,43.2,8.2,23.63367346938774
413,40.8,7.4,23.148979591836753
414,44.2,8.8,23.5408163265306
415,43.6,7.6,23.481632653061222
416,43.2,7.8,23.167346938775516
417,41.8,4.6,23.161224489795934
418,43.6,7.0,23.82755102040818
419,45.2,7.6,24.778571428571432
420,44.0,9.4,24.54591836734695
421,42.0,8.4,23.129591836734704
422,46.4,10.0,24.98265306122447
423,45.2,6.8,24.39591836734694
424,45.0,9.8,24.79387755102041
425,41.0,6.0,22.071428571428573
426,41.6,8.6,22.944897959183688
427,43.2,8.0,22.808163265306103
428,44.6,7.0,23.61326530612244
429,44.0,4.6,23.249999999999975
430,45.8,7.0,23.96326530612245
431,43.6,6.4,22.49183673469387
432,44.6,8.4,23.825510204081652
433,45.6,10.0,23.565306122448977
434,43.4,9.2,23.506122448979585
435,42.6,8.0,22.626530612244895
436,44.0,4.6,23.58367346938778
437,44.8,9.2,24.823469387755082
438,45.2,10.2,23.930612244897958
439,45.0,10.0,24.807142857142875
440,46.8,8.8,26.2795918367347
441,45.8,8.2,23.366326530612252
442,44.2,9.6,23.427551020408174
443,47.4,10.2,24.301020408163243
444,46.8,9.8,24.78979591836731
445,42.8,8.4,23.32142857142856
446,44.8,8.0,22.83061224489795
447,43.4,9.6,22.789795918367346
448,47.6,9.0,25.81326530612247
449,45.4,6.8,24.57244897959183
450,46.0,7.4,23.70510204081635
451,43.8,7.4,23.398979591836742
452,44.0,7.4,24.401020408163287
453,45.0,9.4,25.077551020408162
454,43.2,6.8,23.733673469387746
455,45.2,7.8,23.845918367346915
456,44.0,8.6,24.443877551020393
457,46.2,8.8,26.46326530612245
458,47.8,8.8,27.43163265306122
459,44.2,7.2,24.53877551020409
460,45.2,9.0,23.910204081632646
461,45.2,9.8,25.04489795918366
462,45.6,8.4,24.447959183673472
463,45.2,9.6,25.517346938775518
464,44.0,8.6,22.139795918367355
465,44.8,8.8,23.890816326530622
466,45.8,8.2,23.825510204081635
467,46.4,4.2,25.407142857142844
468,45.8,8.4,24.395918367346923
469,44.6,9.2,26.608163265306118
470,43.6,8.0,24.75510204081631
471,44.6,9.0,25.963265306122455
472,43.8,8.4,25.489795918367324
473,44.6,9.0,25.313265306122446
474,44.8,8.2,25.608163265306132
475,45.0,7.2,24.366326530612245
476,45.4,9.4,24.770408163265277
477,44.0,9.0,23.646938775510197
478,44.4,9.0,22.261224489795907
479,44.8,5.4,22.521428571428583
480,43.4,7.0,23.64183673469388
481,43.0,7.6,24.476530612244904
482,42.2,6.8,24.402040816326558
483,45.6,8.2,26.92857142857142
484,43.6,8.2,24.99183673469387
485,43.0,8.8,23.261224489795918
486,46.0,5.2,23.101020408163276
487,43.2,6.8,22.62346938775509
488,45.6,7.0,24.21938775510203
489,44.2,9.4,23.81836734693879
490,45.8,9.8,24.988775510204096
491,45.0,9.6,25.559183673469395
492,43.8,7.2,24.281632653061234
493,43.0,9.8,25.45408163265308
494,45.0,8.8,24.536734693877545
495,43.2,7.0,23.452040816326527
496,45.0,7.8,23.697959183673472
497,44.2,9.0,23.45918367346941
498,45.6,8.4,23.183673469387777
499,43.6,7.8,22.174489795918372
500,45.6,9.4,24.80918367346941
501,40.2,6.4,22.78775510204082
502,44.2,8.8,24.29285714285713
503,43.8,8.8,24.273469387755103
504,42.6,8.6,23.629591836734686
505,43.2,9.4,23.255102040816347
506,44.4,8.6,23.81530612244898
507,43.0,7.2,23.99285714285716
508,43.2,7.4,23.265306122448962
509,42.2,7.0,22.982653061224482
510,43.0,7.4,23.32142857142858
511,44.2,7.6,22.479591836734688
512,43.4,8.6,21.94081632653059
513,43.8,6.2,22.30714285714286
514,45.2,8.4,22.980612244897955
515,45.8,8.2,24.748979591836743
516,46.8,8.6,24.456122448979603
517,46.6,6.8,23.357142857142872
518,43.4,8.6,22.54591836734692
519,46.0,8.2,22.772448979591857
520,44.6,7.4,22.871428571428577
521,45.2,8.8,25.021428571428537
522,46.4,5.6,25.326530612244895
523,44.0,9.2,24.673469387755105
524,42.8,7.8,24.319387755102007
525,43.0,8.2,23.52551020408164
526,45.0,7.0,23.97755102040817
527,44.4,10.4,24.520408163265287
528,44.6,8.2,23.77551020408166
529,41.6,10.2,23.626530612244885
530,42.4,9.6,23.955102040816307
531,44.0,10.0,24.34795918367348
532,43.6,9.4,24.477551020408185
533,45.0,9.8,23.983673469387753
534,44.0,10.2,23.92653061224491
535,47.4,9.2,25.73877551020406
536,45.0,9.6,24.383673469387745
537,46.6,10.0,24.69897959183674
538,44.8,9.2,23.216326530612257
539,44.0,6.4,22.763265306122445
540,43.6,6.8,22.86530612244899
541,45.0,9.2,25.669387755102044
542,44.2,10.0,25.380612244897964
543,44.0,9.0,25.38367346938776
544,42.8,10.4,26.08673469387756
545,44.4,9.0,26.153061224489814
546,43.2,5.2,25.04897959183671
547,45.2,8.0,24.445918367346938
548,43.8,8.4,23.31734693877553
549,44.2,9.6,24.43469387755102
550,46.0,7.8,25.026530612244915
551,44.2,8.6,25.012244897959196
552,44.8,8.6,25.632653061224513
553,44.8,10.0,26.31734693877552
554,40.8,8.0,24.71122448979595
555,45.4,10.6,25.85612244897955
556,42.4,6.0,23.48877551020404
557,44.4,9.6,24.914285714285707
558,45.4,8.8,24.535714285714285
559,45.2,8.4,25.959183673469393
560,43.4,9.4,23.690816326530598
561,46.0,6.2,24.06632653061223
562,46.2,4.2,24.614285714285707
563,43.6,6.6,24.328571428571404
564,43.4,10.6,25.626530612244856
565,45.8,9.4,25.96938775510206
566,44.2,10.2,26.3265306122449
567,43.0,7.2,25.561224489795908
568,43.4,8.0,25.13673469387753
569,45.6,9.6,25.37040816326527
570,44.6,9.6,26.76734693877549
571,44.8,10.4,24.54795918367344
572,45.0,9.4,25.547959183673495
573,44.6,6.2,24.684693877551048
574,42.4,10.0,25.28979591836737
575,42.8,9.2,23.72448979591839
576,44.8,10.6,24.256122448979614
577,45.6,9.0,24.19387755102039
578,42.8,10.0,22.835714285714307
579,41.6,6.2,22.182653061224478
580,45.0,9.2,24.024489795918374
581,45.6,8.8,25.168367346938776
582,43.8,8.4,24.643877551020392
583,44.8,9.2,25.085714285714268
584,44.0,10.2,26.068367346938775
585,43.8,10.2,25.728571428571453
586,42.6,9.6,26.206122448979627
587,45.0,10.2,25.965306122448954
588,43.2,8.4,23.851020408163272
589,42.2,7.8,23.546938775510185
590,47.2,9.4,24.011224489795893
591,46.6,10.0,23.631632653061207
592,46.8,9.2,26.11326530612247
593,44.4,8.8,25.512244897959192
594,45.0,5.6,25.18265306122451
595,45.0,8.2,26.0602040816327
596,44.8,9.0,25.55204081632655
597,44.0,7.4,24.964285714285733
598,44.4,9.6,24.67448979591838
599,44.4,8.8,24.756122448979593
600,44.2,8.2,23.797959183673477
601,44.8,8.4,24.685714285714308
602,45.0,5.4,25.210204081632657
603,46.0,6.0,24.670408163265314
604,46.6,7.0,23.35816326530611
605,45.2,9.8,22.353061224489796
606,42.2,8.8,22.661224489795924
607,44.0,9.0,23.442857142857136
608,43.2,7.0,23.567346938775497
609,43.2,6.4,23.786734693877577
610,43.0,7.8,24.104081632653077
611,42.2,8.4,22.702040816326534
612,43.2,7.6,22.28877551020406
613,44.2,6.6,23.637755102040806
614,44.8,5.4,24.664285714285736
615,43.2,9.8,22.88979591836736
616,45.4,5.2,25.317346938775504
617,42.2,8.4,24.246938775510216
618,44.8,6.6,24.466326530612257
619,45.4,10.8,25.024489795918363
620,42.2,7.2,23.790816326530585
621,45.0,7.6,24.112244897959183
622,43.8,6.0,23.72448979591838
623,46.8,8.0,23.94795918367349
624,46.0,10.0,23.698979591836736
625,45.0,8.8,24.98979591836734
626,43.8,7.6,23.467346938775528
627,42.8,8.4,23.03673469387757
628,42.6,8.2,23.628571428571462
629,43.2,5.2,23.80408163265304
630,45.6,8.4,24.924489795918394
631,42.6,8.2,23.900000000000016
632,44.0,8.8,23.688775510204085
633,44.6,6.6,24.396938775510247
634,44.2,9.8,24.569387755102028
635,45.0,7.8,23.609183673469385
636,43.4,8.0,21.932653061224492
637,43.8,7.2,21.659183673469386
638,43.6,9.2,22.55306122448981
639,43.2,7.8,24.29693877551018
640,45.6,7.6,24.391836734693847
641,43.4,7.2,23.94897959183671
642,45.0,8.6,24.696938775510212
643,44.0,6.6,24.446938775510212
644,44.6,8.8,24.19795918367349
645,42.6,9.4,23.56020408163267
646,44.4,9.0,24.811224489795894
647,45.4,6.8,25.036734693877545
648,44.6,10.0,24.867346938775484
649,42.8,9.0,23.673469387755087
650,44.6,9.8,23.34795918367348
651,44.2,8.4,23.45510204081634
652,44.0,9.6,23.82653061224492
653,42.8,9.6,22.239795918367374
654,44.0,10.2,24.49183673469388
655,44.8,8.4,23.730612244897973
656,45.8,7.8,23.490816326530634
657,45.2,9.6,23.239795918367353
658,45.2,6.6,24.330612244897935
659,44.0,7.6,24.622448979591855
660,44.8,6.0,23.746938775510234
661,46.0,8.0,25.18367346938775
662,45.8,8.4,24.869387755102053
663,46.0,8.2,23.678571428571416
664,46.2,8.8,24.369387755102025
665,42.4,7.4,23.736734693877576
666,43.0,9.4,24.109183673469396
667,43.8,9.4,25.64693877551023
668,46.6,7.4,26.82142857142862
669,45.8,9.6,25.871428571428588
670,46.0,10.0,26.481632653061226
671,42.2,7.4,24.83265306122448
672,46.6,9.6,26.44081632653066
673,46.0,9.4,25.848979591836734
674,45.0,6.4,25.923469387755127
675,44.0,8.4,25.33061224489795
676,43.4,6.4,24.942857142857108
677,44.0,8.8,24.176530612244875
678,44.4,4.8,23.103061224489785
679,45.2,7.4,25.00918367346935
680,42.6,6.2,22.858163265306107
681,43.8,7.2,23.933673469387777
682,42.2,7.4,23.224489795918394
683,45.0,4.4,23.769387755102038
684,43.4,4.4,24.14285714285716
685,44.2,8.8,22.946938775510183
686,44.4,8.6,22.86836734693876
687,45.0,6.8,24.94081632653061
688,44.0,8.8,24.94387755102042
689,45.8,9.2,24.305102040816347
690,43.8,5.8,22.74489795918369
691,44.6,6.8,23.033673469387733
692,45.0,9.0,23.718367346938752
693,45.4,9.4,25.19795918367348
694,43.4,4.8,23.237755102040836
695,44.6,4.2,23.253061224489812
696,43.8,7.4,24.160204081632674
697,44.2,5.6,24.273469387755082
698,42.8,7.2,21.771428571428583
699,44.8,6.4,23.794897959183658
700,44.4,6.4,23.666326530612242
701,46.4,4.6,24.288775510204065
702,44.2,8.2,25.080612244897946
703,44.6,9.2,25.890816326530608
704,42.6,7.8,24.52857142857144
705,44.0,6.4,25.49081632653059
706,43.6,9.4,24.900000000000013
707,44.8,9.2,25.550000000000004
708,44.4,9.8,25.175510204081625
709,42.4,6.6,23.988775510204068
710,45.4,9.2,24.778571428571404
711,44.4,7.8,23.776530612244915
712,44.2,6.6,23.11734693877549
713,43.6,7.4,23.869387755102057
714,46.0,7.2,24.714285714285694
715,44.2,9.4,23.612244897959197
716,45.8,5.6,23.584693877551032
717,45.2,5.2,24.057142857142864
718,42.2,9.0,24.01326530612243
719,44.2,6.8,24.556122448979607
720,44.2,5.8,23.492857142857122
721,43.4,10.0,23.51734693877549
722,44.0,7.4,24.46836734693878
723,44.4,7.2,23.66530612244896
724,43.8,2.6,23.806122448979615
725,44.6,5.8,24.015306122449005
726,43.8,9.6,24.12040816326528
727,44.2,8.4,24.866326530612252
728,46.0,7.4,25.31224489795918
729,46.0,8.2,25.38061224489796
730,46.4,7.2,25.51938775510202
731,44.2,5.6,24.57653061224488
732,44.2,7.4,24.021428571428583
733,42.6,9.0,23.40408163265307
734,45.2,7.2,24.506122448979582
735,44.0,8.4,23.344897959183676
736,46.6,10.0,26.745918367346988
737,47.2,9.8,26.84387755102042
738,47.4,9.2,26.544897959183665
739,44.4,7.4,24.958163265306126
740,44.4,8.0,24.195918367346966
741,42.8,7.4,24.165306122449014
742,45.0,7.6,22.86836734693878
743,45.0,7.2,24.006122448979593
744,46.2,9.0,25.785714285714278
745,43.2,8.2,24.513265306122452
746,43.8,9.2,23.927551020408178
747,44.4,8.4,25.116326530612223
748,44.2,7.0,24.436734693877533
749,44.6,5.2,23.706122448979613
750,45.8,10.0,24.79387755102043
751,44.4,7.6,23.96326530612243
752,42.6,9.4,23.88367346938773
753,45.0,6.0,23.833673469387755
754,44.0,6.8,23.472448979591867
755,46.6,8.2,24.35714285714284
756,44.4,8.0,25.06224489795916
757,45.4,9.0,25.78265306122446
758,42.8,9.6,24.15612244897961
759,41.0,7.4,23.66224489795919
760,46.4,8.8,25.287755102040787
761,44.4,9.6,24.653061224489768
762,41.4,10.2,24.240816326530588
763,45.6,7.0,25.91836734693883
764,44.6,7.2,25.73673469387759
765,42.8,8.0,22.14591836734694
766,45.2,7.8,24.179591836734698
767,44.4,6.4,25.61734693877549
768,43.2,7.4,25.22346938775512
769,44.8,8.6,24.691836734693897
770,43.8,7.8,23.966326530612267
771,45.6,10.2,24.981632653061254
772,45.2,6.8,25.54897959183676
